4369;Gerald Ford;1975;32;50;17;0;0;0;0;Agreement on Trade Relations Between The United States of America and the Socialist Republic of Romania;Romania;;1;2;3;2;2;1;2;Trade Act 1974;13;R;291;144;0;60;38;0;390.299.987.792.969;520.999.984.741.211;52.5;527.000.007.629.395;529.000.015.258.789;532.000.007.629.395;535.999.984.741.211;542.000.007.629.395;542.999.992.370.606;545.999.984.741.211;549.000.015.258.789;552.999.992.370.606;55.5;910.000.038.146.973;810.000.038.146.973;810.000.038.146.973;860.000.038.146.973;880.000.019.073.486;9;880.000.019.073.486;860.000.038.146.973;839.999.961.853.027;839.999.961.853.027;839.999.961.853.027;830.000.019.073.486;8.2;8.5;1,570.00;1,605.60;1,663.10;1,714.60;1,638.30;1500;138.300.003.051.758;1,598.40;109.300.003.051.758;98.5;108.000.001.907.349;N/A;0;0;1;0;0;0;1;0;0;0;703.000.020.980.835;1;702.999.877.929.688;1;1
4509;Jimmy Carter;1977;31;49;20;0;0;0;0;Alloy Tool Steel Imports;Japan, EU Countries, Sweden, Canada, Austria, and Others;;3;1;1;2;2;1;2;Trade Act 1974;7;D;292;143;1;61;38;1;630.800.018.310.547;58.5;590.999.984.741.211;59.5;60;602.999.992.370.606;607.000.007.629.395;61;612.000.007.629.395;614.000.015.258.789;615.999.984.741.211;619.000.015.258.789;620.999.984.741.211;6.5;7.5;759.999.990.463.257;740.000.009.536.743;719.999.980.926.514;7;719.999.980.926.514;690.000.009.536.743;7;680.000.019.073.486;680.000.019.073.486;680.000.019.073.486;6.4;709.999.990.463.257;1,939.30;2,006.00;2,066.80;2,111.60;2,030.90;182.530.004.882.813;205.600.006.103.516;1,990.50;123.199.996.948.242;151;-277.999.992.370.606;N/A;0;1;1;0;1;1;1;0;0;0;320.800.018.310.547;1;320.800.018.310.547;1;1
4510;Jimmy Carter;1977;31;49;20;0;0;0;0;Non-Rubber Footwear Imports;China & Korea;;3;2;1;1;2;1;2;Trade Act 1974;14;D;292;143;1;61;38;1;630.800.018.310.547;58.5;590.999.984.741.211;59.5;60;602.999.992.370.606;607.000.007.629.395;61;612.000.007.629.395;614.000.015.258.789;615.999.984.741.211;619.000.015.258.789;620.999.984.741.211;6.5;7.5;759.999.990.463.257;740.000.009.536.743;719.999.980.926.514;7;719.999.980.926.514;690.000.009.536.743;7;680.000.019.073.486;680.000.019.073.486;680.000.019.073.486;6.4;709.999.990.463.257;1,939.30;2,006.00;2,066.80;2,111.60;2,030.90;182.530.004.882.813;205.600.006.103.516;1,990.50;123.199.996.948.242;151;-277.999.992.370.606;N/A;1;0;0;0;0;0;1;0;0;0;320.800.018.310.547;1;320.800.018.310.547;1;1
4511;Jimmy Carter;1977;31;49;20;0;0;0;0;Color Television Receiver Imports;Japan;;1;1;1;1;2;1;2;Tariff Act 1930;15;D;292;143;1;61;38;1;630.800.018.310.547;58.5;590.999.984.741.211;59.5;60;602.999.992.370.606;607.000.007.629.395;61;612.000.007.629.395;614.000.015.258.789;615.999.984.741.211;619.000.015.258.789;620.999.984.741.211;6.5;7.5;759.999.990.463.257;740.000.009.536.743;719.999.980.926.514;7;719.999.980.926.514;690.000.009.536.743;7;680.000.019.073.486;680.000.019.073.486;680.000.019.073.486;6.4;709.999.990.463.257;1,939.30;2,006.00;2,066.80;2,111.60;2,030.90;182.530.004.882.813;205.600.006.103.516;1,990.50;123.199.996.948.242;151;-277.999.992.370.606;N/A;1;1;0;0;0;0;1;0;0;0;320.800.018.310.547;1;320.800.018.310.547;1;1
4538;Jimmy Carter;1977;31;50;19;0;0;0;0;Sugar, Sirups, and Molasses Imports;None Listed;;2;1;1;1;2;7;2;Agricultural Adjustment Act;12;D;292;143;1;61;38;1;558.699.989.318.848;58.5;590.999.984.741.211;59.5;60;602.999.992.370.606;607.000.007.629.395;61;612.000.007.629.395;614.000.015.258.789;615.999.984.741.211;619.000.015.258.789;620.999.984.741.211;6.5;7.5;759.999.990.463.257;740.000.009.536.743;719.999.980.926.514;7;719.999.980.926.514;690.000.009.536.743;7;680.000.019.073.486;680.000.019.073.486;680.000.019.073.486;6.4;709.999.990.463.257;1,939.30;2,006.00;2,066.80;2,111.60;2,030.90;182.530.004.882.813;205.600.006.103.516;1,990.50;123.199.996.948.242;151;-277.999.992.370.606;N/A;1;1;0;0;0;0;0;0;0;0;248.700.008.392.334;1;248.699.989.318.848;1;1
4539;Jimmy Carter;1977;31;50;19;0;0;0;0;Sugar, Sirups, and Molasses Imports;None Listed;;2;1;1;1;2;1;2;Trade Expansion Act 1962;12;D;292;143;1;61;38;1;558.699.989.318.848;58.5;590.999.984.741.211;59.5;60;602.999.992.370.606;607.000.007.629.395;61;612.000.007.629.395;614.000.015.258.789;615.999.984.741.211;619.000.015.258.789;620.999.984.741.211;6.5;7.5;759.999.990.463.257;740.000.009.536.743;719.999.980.926.514;7;719.999.980.926.514;690.000.009.536.743;7;680.000.019.073.486;680.000.019.073.486;680.000.019.073.486;6.4;709.999.990.463.257;1,939.30;2,006.00;2,066.80;2,111.60;2,030.90;182.530.004.882.813;205.600.006.103.516;1,990.50;123.199.996.948.242;151;-277.999.992.370.606;N/A;1;1;0;0;0;0;1;0;0;0;248.700.008.392.334;1;248.699.989.318.848;1;1
4543;Jimmy Carter;1977;29;50;21;0;0;0;0;Imports of Petroleum and Petroleum Products;None Listed;;2;1;1;1;5;1;2;Trade Expansion Act;2;D;292;143;1;61;38;1;548.600.006.103.516;58.5;590.999.984.741.211;59.5;60;602.999.992.370.606;607.000.007.629.395;61;612.000.007.629.395;614.000.015.258.789;615.999.984.741.211;619.000.015.258.789;620.999.984.741.211;6.5;7.5;759.999.990.463.257;740.000.009.536.743;719.999.980.926.514;7;719.999.980.926.514;690.000.009.536.743;7;680.000.019.073.486;680.000.019.073.486;680.000.019.073.486;6.4;709.999.990.463.257;1,939.30;2,006.00;2,066.80;2,111.60;2,030.90;182.530.004.882.813;205.600.006.103.516;1,990.50;123.199.996.948.242;151;-277.999.992.370.606;N/A;1;1;0;0;0;0;1;1;0;0;258.600.006.103.516;1;258.600.006.103.516;1;1
4547;Jimmy Carter;1978;29;50;21;0;0;0;1;Sugar, Sirups, and Molasses Imports;None Listed;;2;1;1;1;2;1;2;Agricultural Adjustment Act;12;D;292;143;1;61;38;1;518.699.989.318.848;62.5;629.000.015.258.789;634.000.015.258.789;639.000.015.258.789;64.5;651.999.969.482.422;656.999.969.482.422;66;66.5;670.999.984.741.211;674.000.015.258.789;676.999.969.482.422;759.999.990.463.257;640.000.009.536.743;630.000.019.073.486;630.000.019.073.486;609.999.990.463.257;6;590.000.009.536.743;619.999.980.926.514;590.000.009.536.743;6;580.000.019.073.486;590.000.009.536.743;6;609.999.990.463.257;2,150.00;2,275.60;2,336.20;2,417.00;2,294.70;203.090.002.441.406;263.799.987.792.969;2,249.70;145.899.993.896.484;174.800.003.051.758;-288.999.996.185.303;N/A;1;1;0;0;0;0;1;0;0;0;228.700.008.392.334;1;228.699.989.318.848;1;1
4559;Jimmy Carter;1978;31;50;19;0;0;0;1;Alloy Tool Steel Imports;None Listed;;2;1;1;2;2;4;2;Trade Act 1974;7;D;292;143;1;61;38;1;404.199.981.689.453;62.5;629.000.015.258.789;634.000.015.258.789;639.000.015.258.789;64.5;651.999.969.482.422;656.999.969.482.422;66;66.5;670.999.984.741.211;674.000.015.258.789;676.999.969.482.422;759.999.990.463.257;640.000.009.536.743;630.000.019.073.486;630.000.019.073.486;609.999.990.463.257;6;590.000.009.536.743;619.999.980.926.514;590.000.009.536.743;6;580.000.019.073.486;590.000.009.536.743;6;609.999.990.463.257;2,150.00;2,275.60;2,336.20;2,417.00;2,294.70;203.090.002.441.406;263.799.987.792.969;2,249.70;145.899.993.896.484;174.800.003.051.758;-288.999.996.185.303;N/A;0;1;1;0;1;1;0;0;0;0;942.000.007.629.395;1;941.999.816.894.531;1;1
4560;Jimmy Carter;1978;31;50;19;0;0;0;1;United States-Hungary Trade Relations;Hungary;;1;1;3;2;3;1;2;Trade Act 1974;13;D;292;143;1;61;38;1;404.199.981.689.453;62.5;629.000.015.258.789;634.000.015.258.789;639.000.015.258.789;64.5;651.999.969.482.422;656.999.969.482.422;66;66.5;670.999.984.741.211;674.000.015.258.789;676.999.969.482.422;759.999.990.463.257;640.000.009.536.743;630.000.019.073.486;630.000.019.073.486;609.999.990.463.257;6;590.000.009.536.743;619.999.980.926.514;590.000.009.536.743;6;580.000.019.073.486;590.000.009.536.743;6;609.999.990.463.257;2,150.00;2,275.60;2,336.20;2,417.00;2,294.70;203.090.002.441.406;263.799.987.792.969;2,249.70;145.899.993.896.484;174.800.003.051.758;-288.999.996.185.303;N/A;0;1;1;0;0;0;1;0;1;0;942.000.007.629.395;1;941.999.816.894.531;1;1
